,mean_salary,count
Statistical Modeling,37271.25,20
ArcGIS Online,37250.0,4
Systems Development,37213.5,2
RAID,37187.5,8
MyOrder,37180.0,2
MSRA,37180.0,2
MS Invoice,37180.0,2
FDA,37166.707500000004,2
UI,37126.666666666664,9
Cloud architecture,37091.57142857143,7
RTP,37090.0,5
LOINC,37083.333333333336,6
Athena,37077.0,12
Oracle Cloud,37062.5,8
CentOS,37045.0,10
TSQL,37000.36578947368,95
CI/CD pipelines,37000.0,20
Apache NiFi,37000.0,4
ADDS,36975.0,2
Apache Spark,36946.875,24
O365,36904.76190476191,21
Pega,36887.5,4
Integration Testing,36871.25,10
Wireframes,36846.0,2
NAT,36810.0,16
Sales,36785.71428571428,7
PC,36740.0,5
Elastic Stack,36716.666666666664,3
System Analysis,36705.77272727273,22
ICD10,36683.5,6
Visual Basic,36672.8,15
Power BI Service,36666.666666666664,3
Cloudian,36666.666666666664,3
CMDB,36640.0,3
Langchain,36631.25,8
ISO20022,36586.666666666664,3
Bitbucket,36536.318181818184,44
NAS,36500.0,10
API Gateways,36480.0,4
Computer Science,36471.085945945946,37
Domo,36400.0,5
OneLogin,36400.0,2
HTML,36339.93198090692,419
CircleCI,36283.65217391304,23
MS Excel,36283.26818181818,44
JAMF,36273.17647058824,17
Microsoft Endpoint Manager,36250.0,2
NET,36249.153600000005,125
Oracle PL/SQL,36237.5,4
iOS,36236.54347826087,46
Cryptocurrency,36214.28571428572,7
Figma,36184.333333333336,36
Load Balancing,36157.32307692308,13
Planning,36106.75,4
Google Analytics,36094.34482758621,29
Upgrades,36080.112499999996,2
Microsoft Office Professional,36080.112499999996,2
Industry standards,36080.112499999996,2
Packages,36080.112499999996,2
Performance monitoring,36080.112499999996,2
Data Mining,36070.666666666664,30
Serverless,36061.913043478264,23
Cloud,36015.831168831166,77
Mobile Device Management,36000.0,5
Neo4J,35999.333333333336,3
Photoshop,35927.27272727273,11
Nutanix,35909.09090909091,11
MS Word,35861.14,20
BI Publisher,35833.333333333336,3
SQL Server Management Studio (SSMS),35833.333333333336,3
Azure SQL DB,35833.333333333336,3
Alteryx,35798.104166666664,24
Penetration Testing,35769.230769230766,13
DevOps,35761.69832752613,287
CSS,35716.69518072289,415
Crowdstrike,35687.5,5
VBA,35667.4358974359,39
Svelte,35642.857142857145,7
CloudFlare,35625.0,4
Neo4j,35625.0,8
MariaDB,35588.0625,8
Prompt Engineering,35562.5,8
Tableau,35543.269594594596,370
Security Measures,35500.0,2
Power Query,35469.94285714286,21
PySpark,35466.217391304344,46
HTML5,35412.70291262136,103
SentinelOne,35388.57142857143,7
ITIL Foundation,35302.784,5
MDM,35218.656,25
Math,35200.0,5
Fiber Optics,35160.0,2
MS Exchange,35100.0,4
802.1x,35100.0,4
EKS,35008.82352941176,51
Apache Kafka,35006.25,16
Process Development,35000.0,2
Microsoft Tools,35000.0,2
LlamaIndex,35000.0,4
Coupa,35000.0,3
RStudio,35000.0,2
Google Cloud Storage,35000.0,2
Google Tag Manager,35000.0,7
Strategic Thinking,35000.0,3
QuickBooks,35000.0,2
SLO,35000.0,2
Help desk ticketing systems,35000.0,2
Team Collaboration,35000.0,2
HR,35000.0,4
Procurement,35000.0,3
Capacity planning,35000.0,3
OneStream,35000.0,5
Azure DevOps,34972.14159836066,122
Nginx,34922.11111111111,27
Responsive design,34910.083333333336,6
Go Lang,34875.0,4
Pattern Recognition,34875.0,4
Data Services,34812.0,3
Burp Suite,34800.0,8
PowerBi,34750.0,4
Kinesis,34713.86111111111,18
Database Management Systems,34691.46666666667,6
MPLS,34688.849565217395,46
Container Orchestration,34666.666666666664,3
SAST,34666.666666666664,3
ACI,34666.666666666664,3
Cloudflare,34642.857142857145,7
Argo,34636.0,5
REST/SOAP,34624.0,4
Graph QL,34624.0,4
Flask,34591.16346153846,52
Citrix,34572.208333333336,24
Data Cleaning,34545.454545454544,11
Business Operations,34543.75,2
Business Process Improvement,34485.0,4
Software Development Life Cycle,34400.0,6
Version Control Systems,34400.0,5
Azure Data Services,34375.0,4
Azure Synapse Analytics,34375.0,4
PCSA,34371.2,5
IT security,34350.0,7
NIST SP 80053,34333.333333333336,3
SCAP,34333.333333333336,3
Stakeholder Management,34316.84210526316,19
OpenAPI,34270.0,5
GitHub,34250.953424657535,146
Unix shell scripting,34250.0,4
Digital Marketing,34250.0,2
Regex,34250.0,2
Dashboarding,34250.0,4
Scripting languages,34212.5,8
Qualtrics,34206.0,2
tcpdump,34166.666666666664,3
Antivirus Software,34166.666666666664,3
Test Automation,34152.0,4
IPv4,34139.066666666666,6
Data Privacy,34125.0,10
C,34122.099311926606,436
Relational Databases,34063.15789473684,19
VRF,34006.25,8
ObjectOriented Programming,34000.0,5
IT Operations,34000.0,5
Playwright,33937.5,16
Data Factory,33928.57142857143,7
Microsoft Azure,33915.141758241756,91
Flink,33912.5,8
SIEM,33889.91891891892,148
ML algorithms,33887.5,4
Deployment,33867.518749999996,12
Data Recovery,33866.683000000005,5
Azure Virtual Machines,33800.0,4
Cypress,33766.0,25
AWS CodePipeline,33750.0,4
Payment Processing,33750.0,2
Microsoft Entra ID,33750.0,4
GitHub Actions,33738.63636363636,44
Cloud Computing,33715.063157894736,95
Security controls,33685.625,8
MCP,33659.840000000004,10
Data Center,33615.38461538462,13
Junit,33580.0,7
WAN Technologies,33577.833333333336,3
MS Project,33525.0,12
Regression Testing,33500.0,2
Threat Modeling,33500.0,2
Cloud Architect,33500.0,10
Server 2016,33500.0,2
Critical thinking,33500.0,2
System Administration,33493.019230769234,26
Agile,33479.83015184382,461
JSON,33431.34226804124,97
ALM,33400.0,5
OSI model,33388.88888888889,9
VMware ESXi,33333.333333333336,3
InDesign,33333.333333333336,3
Data,33333.333333333336,6
Grunt,33328.57142857143,7
Tailwind,33277.77777777778,9
OneNote,33274.5,2
Network Equipment,33250.0,2
CCPA,33214.28571428572,7
FLSA PayTrain,33175.0,2
802.11,33125.0,4
UNIX,33116.90476190476,21
AWS Cloud Practitioner,33081.96,2
ASP NET,33056.42857142857,28
WiFi,33042.857142857145,14
Palo Alto Firewalls,33006.5325,14
Big Data Technologies,33000.0,2
Data governance,33000.0,4
ASP,33000.0,6
Transparent Data Encryption (TDE),32986.666666666664,3
Android,32981.645161290326,31
Red Hat Linux,32950.0,10
LDAP,32866.70344827586,29
ACL,32862.5,8
Azure Pipelines,32857.142857142855,7
ISO,32816.666666666664,18
Cylance,32812.5,3
Logging,32808.333333333336,6
SQL Server Replication,32770.0,4
Kanban,32668.620689655174,29
UML,32667.80769230769,13
Interpersonal skills,32666.666666666668,6
Django,32649.589743589742,78
Microsoft Certified,32620.0,2
Remote Desktop Tools,32620.0,2
MS SQL Server,32615.78947368421,38
Vercel,32560.0,5
NXOS,32542.85714285714,7
Business Case Development,32500.0,3
Liquid,32500.0,3
Antimalware,32500.0,2
Snyk,32500.0,3
UKG Pro,32500.0,4
Cisco IOS CLI,32500.0,2
Cisco Nexus,32500.0,8
RabbitMQ,32500.0,10
Spring,32446.08695652174,69
Cloud platforms,32420.0,10
IDS,32380.555555555555,18
STIG,32283.333333333332,6
Desktops,32275.0,4
JNCIE,32257.25,2
ELB,32242.4,10
XSLT,32240.0,5
SMS,32220.0,3
ObjectOriented Design,32193.2,5
Azure,32188.341933842235,786
OLTP,32142.85714285714,7
Windows OS,32137.316799999997,25
Database management,32137.191666666666,9
Netscout,32100.0,3
AI ML,32078.947368421053,19
HL7,32050.0,11
Data Analysis,32009.02918518518,270
PCIDSS,32000.0,10
Git/Bitbucket,32000.0,4
Finance,32000.0,20
Network monitoring,32000.0,5
POS,32000.0,5
Bioinformatics,32000.0,5
Cisco Unity,32000.0,2
VOIP,31977.272727272728,11
SQL Server,31921.31530585106,376
Market Research,31875.0,4
Servlets,31875.0,4
DB2,31822.119565217392,46
Kandji,31788.13333333333,3
System administration,31785.25,4
VMs,31760.0,4
Network Monitoring,31756.315789473683,19
Content Management Systems,31750.0,4
JBoss,31719.14285714286,7
Azure Data Lakes,31666.666666666668,3
Risk Assessment,31614.545454545456,22
CIS,31560.8,25
Tunneling,31536.0,2
Front End,31504.0,2
Project Documentation,31460.46,2
Cosmos DB,31458.81818181818,11
ETL,31451.755668789814,157
Network Implementation,31428.571428571428,7
ADO,31428.571428571428,7
Data Manipulation,31428.571428571428,7
QuickBase,31425.0,2
Lambda,31415.323863636364,88
MS Teams,31350.57777777778,9
Microsoft PowerPoint,31321.906666666666,33
Aurora MySQL,31280.0,3
Pipelines,31280.0,3
Bloomberg,31250.0,6
NET Core,31240.0,25
Right Angle,31200.0,2
Stakeholder Communication,31200.0,3
Accounting Principles,31200.0,2
Natural Language Processing (NLP),31180.0,10
BERT,31111.11111111111,9
NIST 800171,31111.11111111111,9
Servers,31075.0,14
Scrum,31035.59943181818,176
CRM systems,31000.0,2
SAN,30971.666666666668,12
Dataflow,30953.403333333332,6
Vue JS,30937.5,8
Star Schema,30932.3,5
S3,30887.004545454547,110
Jest,30886.956521739132,46
ITIL Certification,30833.333333333332,3
Nmap,30833.333333333332,3
Visual Studio/Azure DevOps,30833.333333333332,3
Firebase,30777.777777777777,9
Palo Alto,30760.58644067797,59
Cyber security,30745.063333333335,3
Security policy,30745.063333333335,3
Database Performance Optimization,30680.0,3
Microsoft Certified IT Professional (MCITP),30680.0,2
A Certification,30665.733333333334,6
React JS,30652.363636363636,22
Data Modeling,30645.96278409091,88
Time management,30645.785714285714,7
Azure Active Directory,30644.444444444445,18
Cosmos,30625.0,4
Security Compliance,30625.0,4
Patch management,30625.0,4
PCF,30625.0,4
Cloud Environments,30625.0,4
MQ,30625.0,4
Compliance,30617.894736842107,19
SonarQube,30550.0,20
Layer 2,30485.714285714286,7
Incident Response,30439.221153846152,52
Security Tools,30357.14285714286,7
Regression,30341.14285714286,14
GICSP,30320.0,8
Performance,30313.333333333332,6
Security,30235.42397260274,146
Wireless Troubleshooting,30228.78,2
Scripting Languages,30200.0,5
Change Management,30192.08064516129,31
Linear Regression,30162.5,4
UKG,30150.0,4
Webpack,30148.387096774193,31
Rapid7,30135.0,8
Storage,30089.16,25
Nagios,30052.63157894737,19
Data Flows,30040.0,4
Azure Networking,30029.257142857143,7
AnyLogic,30026.666666666668,3
C Net,30000.0,3
Microsoft Windows Operating Systems,30000.0,2
Vector Databases,30000.0,6
TMS,30000.0,2
SQL server,30000.0,2
Debian,30000.0,5
Data Modelling,30000.0,3
CEH,29935.15625,32
PHP,29903.9,100
Backbone,29900.0,4
Threat Intelligence,29869.090909090908,11
EHR,29833.333333333332,9
Big Data,29775.6875,40
GIT,29662.21886792453,53
Angular,29656.13650793651,252
Network Switches,29635.2,3
Business Intelligence,29609.166666666668,24
SQL databases,29600.0,5
Pivot Tables,29600.0,7
Hardware Support,29575.0,4
Software Support,29575.0,4
Kibana,29511.764705882353,17
npm,29500.0,8
RESTful web services,29500.0,5
XML,29487.253012048193,83
QlikSense,29466.666666666668,3
Data Loading,29466.666666666668,3
Qlik Sense,29462.85714285714,7
Infrastructure,29450.0,11
Unity,29444.444444444445,9
TCP,29421.600000000002,9
Data Mapping,29389.55,10
SSO,29371.657142857144,28
SAFe,29335.0,10
Symfony,29333.333333333332,9
Remote Desktop,29298.8,4
Certifications,29250.0,2
IT Compliance,29250.0,2
IT,29206.36125,16
MSBuild,29187.5,4
Performance testing,29166.666666666668,3
Desktop Imaging,29166.666666666668,3
Fortigate,29132.533333333336,6
Azure Policy,29120.0,5
Riverbed,29075.0,4
NetScout,29075.0,4
Vue,29072.058823529413,34
Random Forest,29000.0,5
MacOS,28995.36842105263,19
LLM,28974.316326530614,49
Bicep,28971.428571428572,14
Presentation,28942.85714285714,7
Power Shell,28935.0,4
GCS,28930.105,4
AWS VPC,28863.333333333332,6
System Integration,28860.0,8
Data Warehousing,28826.08175925926,54
Project Management,28811.711741935487,155
OneDrive,28778.48888888889,9
Excel,28774.959362549806,251
Infrastructure as Code,28770.72,25
NLP,28770.322727272727,121
ELK stack,28750.0,4
Blazor,28750.0,6
ISO/IEC 27001,28750.0,4
Voice over IP,28750.0,2
Technical Specifications,28750.0,4
AWS Networking,28750.0,4
Freight claims system,28736.0,1
Freight claims investigation,28736.0,1
SOP,28736.0,1
Vmware,28716.666666666668,3
CTPL,28714.8,2
Data Integration,28706.568965517243,29
FISMA,28700.0,10
PSQL,28666.666666666668,3
Computer maintenance,28600.0,2
Putty,28600.0,2
CCIE,28597.464285714286,14
CDK,28571.428571428572,7
Data Security,28529.026315789473,19
Database Administration,28513.647209302326,43
CIAM,28500.0,3
OpenSearch,28500.0,10
Security policies,28500.0,5
Cisco IOS,28495.2,25
VMWare,28475.381132075472,53
Endpoint Security,28444.444444444445,9
Ethernet,28442.440000000002,20
Manufacturing,28400.0,10
Business Objects,28397.708333333332,12
Automation,28388.842105263157,57
ThoughtSpot,28346.666666666668,3
Citrix XenApp,28333.333333333332,3
Business Processes,28333.333333333332,3
Mercurial,28333.333333333332,3
Remote Desktop Services,28333.333333333332,3
Cyber Kill Chain,28333.333333333332,3
Failover Clustering,28333.333333333332,3
Microsoft Windows Server,28333.333333333332,12
TCPdump,28333.333333333332,3
Web services,28284.99166666667,12
SEO,28246.05,10
Cisco Catalyst,28205.0,10
Shell scripting,28197.058823529413,34
Carbon Black,28180.0,4
Collaboration,28173.647058823528,34
EDI,28162.5,8
Github,28155.497419354837,31
Security engineering,28125.0,4
CIS Benchmarks,28125.0,4
Security assessment,28125.0,4
Nuxt,28125.0,4
DHCP,28090.639261363634,88
ACLs,28044.072727272727,11
Network Documentation,28000.0,5
Haystack,28000.0,5
NIST Cyber Security Framework,28000.0,5
HTTP/HTTPS,28000.0,5
Fortinet Firewalls,28000.0,5
Cisco ASA,27996.776470588236,17
Microsoft SQL,27970.58823529412,17
Problem Resolution,27950.0,8
New Relic,27816.666666666668,15
Risk management,27796.835454545453,11
Microsoft Teams,27733.41212121212,33
Decision Making,27733.333333333332,6
Veeva,27702.25,4
VPN,27697.449473684213,95
Information Security,27691.6,25
Agile Software Development,27662.125,4
Microservices architecture,27642.85714285714,7
JNCIS,27587.5,4
PowerPoint,27564.953666666668,75
CWNA,27560.0,2
CWNP,27560.0,2
IPS,27551.764705882353,17
Terminal Services,27500.0,2
WAN LAN,27500.0,2
Sigma,27500.0,4
WebPack,27500.0,4
Email support,27500.0,2
PC Hardware Troubleshooting,27500.0,2
Intrusion Detection/Prevention Systems,27500.0,5
HTML 5,27480.0,4
LogicMonitor,27435.0,2
Analysis,27402.793333333335,18
Telnet,27397.6,2
PowerShell,27395.68,300
Wireless Infrastructure,27392.359999999997,3
Application Insights,27378.0,4
Communication Skills,27365.555555555555,27
MicroStrategy,27334.375,8
Multicasting,27300.0,2
SAP BO,27300.0,4
Maven,27289.285714285714,42
MITRE ATT CK,27250.0,10
CI CD Pipeline,27250.0,4
DOORS,27250.0,4
Security Frameworks,27250.0,4
SSIS,27245.864661654134,133
CrossFunctional Collaboration,27233.333333333332,9
Istio,27222.222222222223,9
ETL Tools,27200.0,5
Data Quality,27197.5625,24
Financial analysis,27183.125,4
Lean Six Sigma,27166.666666666668,3
Network Administration,27137.680800000002,25
Relational databases,27133.333333333332,15
eCommerce,27088.0,5
TLS,27000.0,5
Problem Solving,26964.49976190476,84
NIST 80053,26955.555555555555,18
Database Management,26946.387608695655,23
Monitoring,26926.470588235294,34
Microsoft Active Directory,26798.14814814815,27
Atlassian,26792.30769230769,13
Systems Engineering,26750.0,8
MS Office,26748.844444444443,45
Wireless networking,26734.933333333334,3
Forensics,26728.88888888889,9
Data Backup,26703.71277777778,9
Risk Assessments,26700.0,5
QoS,26684.59625,32
CISSP,26674.630434782608,115
Change Control,26666.666666666668,3
PLC,26666.666666666668,3
Word,26661.81906779661,59
Agile Development,26650.384615384617,26
Access,26645.45,20
DNS,26586.325529801325,151
Apache Airflow,26576.272727272728,11
Coding,26495.454545454544,11
F5,26481.81818181818,11
JIRA,26469.08085669782,321
Microsoft Power BI,26437.777777777777,9
Microsoft Office 365,26425.295135135133,37
Endpoint Detection and Response (EDR),26400.0,3
Data Transformation,26375.0,8
Microservices,26349.136094674555,169
BGP,26313.28948275862,116
Hasura,26250.0,4
Freshservice,26250.0,2
Logstash,26250.0,4
Quicksight,26250.0,4
SOLID,26250.0,4
Oracle,26221.95466549296,284
PS Query,26215.5,2
JMP,26200.0,5
Predictive analytics,26174.833333333332,6
Windows 10,26145.751219512196,41
Jenkins,26130.774712643677,348
Malware analysis,26120.0,5
Informatica,26111.61935483871,31
Asset Management,26083.2,10
JMeter,26070.0,10
Scripting,26036.98909090909,55
AWS RDS,26000.0,23
ISC2,26000.0,4
MIS,25925.0,4
BICSI,25854.166666666668,3
Interpersonal Skills,25854.0,8
Exploratory Data Analysis,25833.333333333332,3
RTL,25827.14285714286,7
SharePoint,25771.51338028169,142
VTP,25758.333333333332,6
Risk assessment,25717.28,10
Veracode,25714.285714285714,7
Route53,25714.285714285714,7
macOS,25698.43888888889,36
AB Testing,25687.5,4
Database Security,25632.61791666667,24
Backup,25625.0,4
PCI DSS,25535.714285714286,14
WordPress,25527.027027027027,37
Incident Handling,25500.0,4
Zabbix,25500.0,10
JavaScript TypeScript,25500.0,5
User Training,25440.0,9
Laravel,25395.68,15
SSRS,25392.641228813558,118
Hugging Face,25333.333333333332,9
Communication,25312.81067567567,148
Cisco ACI,25311.11111111111,9
Solarwinds,25252.941176470587,17
ProblemSolving,25226.836799999997,25
PCI,25196.81818181818,22
Unix,25106.761538461542,52
EIGRP,25098.18181818182,44
CloudWatch,25059.2,45
OSPF,25032.172043010753,93
AD,25003.529411764706,17
API integrations,25000.0,3
BigFix,25000.0,3
SuiteScript,25000.0,4
Sitecore CMS,25000.0,4
UI/UX Design,25000.0,6
RPA,25000.0,7
Dynamo DB,24960.0,5
SAP Analytics Cloud,24925.0,4
CCSP,24923.076923076922,13
MS Azure,24906.8,5
WebLogic,24906.8,5
SSCP,24906.0,10
VMware vSphere,24883.333333333332,9
Entra ID,24830.76923076923,13
Test Plan Development,24809.0,3
Microsoft Excel,24786.26954954955,111
Clustering,24776.95238095238,21
AWS EKS,24740.0,7
Splunk,24734.537037037036,108
Mac,24725.157142857144,28
Data Bricks,24666.666666666668,3
Cloud Architecture,24625.0,20
Route 53,24615.571428571428,7
JCL,24606.646153846155,26
VMware,24535.833333333332,96
Windows,24515.876124567472,289
PowerBI,24509.37401574803,127
Java 8,24500.0,5
Windows operating systems,24500.0,5
Performance Tuning,24498.27462962963,27
Network Infrastructure,24488.10714285714,14
CCNA,24458.49955,100
Email Security,24444.444444444445,9
ADF,24427.5,10
GDPR,24390.0,40
Database Design,24359.08327586207,29
HSRP,24330.58823529412,17
Cloud Watch,24320.0,6
OSI,24285.714285714286,7
PingFederate,24266.666666666668,3
Mocha,24225.0,20
Viva Engage,24200.0,4
SAAS,24166.666666666668,6
Bootstrap,24155.733333333334,66
Processes,24125.0,4
Mac OS,24070.522857142856,14
Database backup,24053.40833333333,3
Recovery,24053.40833333333,3
Desktop Support,24036.018181818185,11
HIPAA,24023.200241935483,62
Functions,24020.028124999997,8
MUI,24000.0,5
Load Balancers,24000.0,11
Cloud security,23917.916666666668,12
Oracle Enterprise Manager,23840.0,5
Business Process Reengineering,23817.666666666668,3
OpenStack,23796.615384615383,13
Springboot,23796.428571428572,14
DWDM,23783.666666666668,6
Project Planning,23767.466666666664,6
CCNA Security,23760.0,6
Document Management,23750.0,2
Collibra DIC,23750.0,2
Security Solutions,23750.0,2
Security Auditing,23750.0,4
Data Taxonomy,23750.0,2
OKTA,23750.0,6
DBA,23750.0,6
DISA,23750.0,4
NIST,23744.833333333332,75
Azure SQL Database,23744.333333333332,27
Data warehousing,23707.528124999997,8
Chrome,23666.879999999997,5
Database administration,23645.028124999997,8
InTune,23635.728888888887,9
Cloudwatch,23600.0,10
Keycloak,23583.333333333332,6
Training,23571.428571428572,14
Accounting,23541.666666666668,12
EC2,23534.8,90
MES,23500.0,4
PL SQL,23482.472265625,64
RDBMS,23481.354285714286,35
RedHat,23462.399999999998,6
AKS,23447.466666666667,15
Group Policy,23429.032258064515,31
ELK,23413.194444444445,18
Incident Management,23407.24193548387,31
Trend Analysis,23400.0,4
Visual Studio Code,23400.0,5
firewalls,23400.0,6
Printer Support,23400.0,2
VPN Configuration,23400.0,2
PC Troubleshooting,23400.0,2
Virtualization,23384.209677419356,62
Azure CLI,23383.333333333332,12
Adobe Target,23333.333333333332,3
Data Fusion,23333.333333333332,3
Azure Administrator Associate,23333.333333333332,3
Infrastructure Management,23333.333333333332,3
Dataproc,23333.333333333332,3
Strategic Planning,23333.333333333332,3
Cloud Composer,23333.333333333332,3
SLI,23333.333333333332,3
Protocols,23333.333333333332,3
Mimecast,23333.333333333332,6
Service Now,23260.0,9
VPC,23218.333333333332,30
CompTIA Network+,23213.981833333335,30
Google Suite,23187.5,12
PC Hardware,23125.0,4
Windows administration,23125.0,4
AWS ECS,23125.0,8
CompTIA Security,23103.674418604653,43
COBIT,23000.0,5
KMS,23000.0,5
Sumo Logic,23000.0,5
Fargate,23000.0,5
PostGreSQL,23000.0,5
Outlook,22950.906451612904,31
ServiceNow,22918.822424242426,132
WCAG,22916.666666666668,6
Wireless,22902.39285714286,14
Computer Vision,22865.0,77
Visio,22856.14065934066,91
Cognos,22850.0,14
Sketch,22810.666666666668,15
Selenium,22803.703703703704,27
Remedy,22794.2,10
Microsoft Intune,22775.384615384617,13
AWS CDK,22727.272727272728,11
Database Performance Tuning,22666.666666666668,6
SSL,22659.809523809523,21
Software,22646.667741935482,31
MS Power BI,22625.625,10
VoIP,22578.919868421053,38
ITIL,22546.332000000002,100
HubSpot,22533.333333333332,3
iManage,22500.0,4
Phishing,22500.0,4
GSuite,22500.0,8
Ecommerce,22500.0,3
Vector Database,22500.0,6
Microsoft Word,22445.710909090907,66
Active Directory,22437.621602787458,287
Data Management,22419.32608695652,46
Power BI,22393.661152542372,295
ITSM,22383.07894736842,19
Complex Problem Solving,22360.0,2
Active Learning,22360.0,2
IT Security,22340.0,11
NoSQL databases,22333.333333333332,3
Metrics Analysis,22333.333333333332,3
Hypervisor,22333.333333333332,3
NetFlow,22326.363636363636,11
Data Extraction,22314.879999999997,10
Help Desk,22308.18181818182,11
Data Lineage,22285.714285714286,7
Serverless Computing,22285.714285714286,7
Network Management Systems,22226.4,4
WANs,22222.399999999998,6
LANs,22222.399999999998,6
TCP IP,22181.57901595745,188
Cisco,22168.817620689657,145
Subnetting,22136.363636363636,11
Agile Scrum,22131.666666666668,6
Incident response,22118.540588235293,17
ROS,22100.0,4
SOAP APIs,22083.333333333332,3
CompTIA Cloud+,22054.64,3
Intrusion Detection Systems,22045.454545454544,11
Patching,22014.565909090907,11
Reporting Tools,22000.0,5
IMS,22000.0,5
Flows,22000.0,5
Dimensional Modeling,22000.0,3
HTTPS,22000.0,5
Firewalls,21958.94184397163,141
Documentation,21945.44761904762,42
UX,21900.0,15
SageMaker,21875.0,8
MS Visio,21875.0,8
CySA,21874.0,15
Cloud Development,21800.0,5
FortiGate,21793.333333333332,9
Adaptability,21793.2,4
Flexibility,21793.2,4
Conflict resolution,21793.2,4
GCIH,21772.0,10
Azure Synapse,21765.0,20
Data Governance,21747.910714285714,28
Arista,21726.0,12
Routers,21695.60625,48
MDT,21667.2,2
Scanners,21667.2,2
OSX,21667.2,2
Windows 8,21667.2,2
Web browsers,21667.2,2
RingCentral,21666.666666666668,3
ISP,21666.666666666668,3
IPsec,21666.666666666668,3
Web Technologies,21666.666666666668,3
Artificial Intelligence (AI),21666.666666666668,3
Wireless LAN,21666.666666666668,3
Web Programming,21666.666666666668,3
VSS,21666.666666666668,3
Kaseya,21666.666666666668,3
Business Analysis,21653.78714285714,154
Material UI,21646.399999999998,6
Net,21604.55818181818,22
Eclipse,21500.0,5
VBScript,21500.0,5
SPA,21500.0,5
Data analysis tools,21500.0,5
NIST CSF,21475.0,16
MCSE,21473.809523809523,21
Microsoft Office,21470.52013888889,144
Ant,21428.571428571428,7
High Availability,21420.0,24
Network protocols,21406.25,16
Apex,21400.0,10
Power Automate,21369.428571428572,35
CyberArk,21308.0,5
Autodesk,21268.0,3
Microsoft Certifications,21250.0,4
Intrusion Detection,21250.0,8
Nokia,21250.0,4
Application security,21218.571428571428,7
Security Groups,21198.981818181815,11
Hyperion,21150.0,3
CRM,21134.375,32
IT policies,21120.0,3
VPNs,21088.423977272727,44
Cyber Security,21050.204545454544,22
ScikitLearn,21050.0,17
UPS,21043.0,12
AWS Sagemaker,21030.649999999998,7
LAN WAN,21008.0,25
Data Ingestion,21002.666666666668,3
VB,21000.0,10
Pyspark,21000.0,5
Master Data Management,21000.0,5
Benchmarking,21000.0,5
Business Requirements Gathering,20989.8,8
Functional Requirements,20989.8,8
NPM,20900.0,12
English,20870.0,10
Microsoft Office Suite,20838.343333333334,120
McAfee,20833.333333333332,3
Pulse Secure,20800.0,2
Cloud Solutions,20800.0,5
Security Administration,20800.0,3
Google BigQuery,20800.0,6
IBM DB2,20800.0,5
Hardware support,20800.0,2
Salesforce Marketing Cloud,20793.125,4
WCF,20772.222222222223,9
Continuous Integration,20754.909090909092,22
IPSEC,20732.14285714286,14
Azure Service Fabric,20686.666666666668,6
Disaster Recovery,20627.0,40
GSAP,20625.0,4
Security Incident Response,20600.0,5
Cloud Storage,20575.0,5
Infrastructure as Code (IaC),20566.666666666668,9
Jasmine,20558.823529411766,17
Performance Analysis,20500.0,5
Entity Framework,20500.0,20
QGIS,20474.285714285714,7
Spring Boot,20446.637931034482,116
Cisco switches,20416.666666666668,6
Identity and Access Management IAM,20416.666666666668,6
Endpoint Detection and Response,20400.0,5
Access Control,20400.0,5
Linux Server,20400.0,5
Database software,20378.75,2
Routing,20376.969230769228,52
Facilitation,20372.114285714284,7
Data engineering,20357.14285714286,7
Microsoft O365,20357.14285714286,7
SQL Queries,20354.285714285714,7
Networking,20334.78481012658,158
RBAC,20333.333333333332,12
Microsoft Exchange,20300.0,15
Data protection,20257.5,4
UDP,20257.14285714286,14
Network troubleshooting,20227.272727272728,11
Juniper,20208.93023255814,43
Appium,20208.333333333332,6
Airwatch,20152.52,3
Hardware,20132.770588235293,34
Cisco CCNP,20057.14285714286,7
Communication skills,20032.5,16
Pen Testing,20000.1,5
API integration,20000.0,4
Network Optimization,20000.0,4
GL,20000.0,3
Customer Support,20000.0,3
Data Replication,20000.0,6
Conditional Access,20000.0,4
IT Troubleshooting,20000.0,3
Salesforce com,20000.0,5
SAP,19992.153846153848,65
Network,19907.645714285718,70
Business Analyst,19812.5,16
Solaris,19791.666666666668,12
OWASP,19777.777777777777,9
Software Design,19760.0,5
Business Analytics,19600.0,6
Red Hat,19562.5,8
Data Preprocessing,19545.454545454544,11
Microsoft Outlook,19531.24606060606,33
CompTIA,19521.816470588237,17
Toast,19500.0,2
Embed,19500.0,2
Business Process Modeling,19500.0,5
Aloha,19500.0,2
Ticketing,19500.0,3
HyperV,19490.0,40
CompTIA A,19472.362181818182,55
Malware Analysis,19465.0,10
GKE,19458.333333333332,6
Six Sigma,19444.70588235294,17
Cisco ISE,19437.5,12
Server,19390.56,10
ISO27001,19343.75,10
ISIS,19327.0,10
Windows 7,19295.62857142857,7
GPO,19285.714285714286,7
HBase,19260.0,5
Risk Management,19163.428571428572,35
Wireless Access Points,19066.666666666668,3
Service Bus,19066.666666666668,6
UAT,19037.777777777777,9
Talend,19000.0,5
Security Policy,19000.0,5
Database Maintenance,19000.0,5
A,18961.504615384616,39
AWS Lambda,18937.5,40
WAN,18799.401454545452,55
CCNP,18795.712583333334,60
Security Technologies,18750.0,4
Microsoft Defender,18740.222222222223,9
UiPath,18720.0,5
Gap Analysis,18720.0,5
Reports,18720.0,5
Issue Resolution,18720.0,5
